invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-06-ENG-005,STU-01245,Engineering,2026-06-01,2026-06-16,2026-06-15,33977,33977,0,Paid,0
INV-06-ENG-006,STU-01246,Engineering,2026-06-01,2026-06-17,2026-06-15,25740,25740,0,Paid,0
INV-06-ENG-007,STU-01247,Engineering,2026-06-01,2026-06-18,,27799,0,27799,Overdue,36
INV-06-ENG-008,STU-01248,Engineering,2026-06-01,2026-06-19,2026-06-15,29858,29858,0,Paid,0
INV-06-ENG-009,STU-01249,Engineering,2026-06-01,2026-06-12,2026-06-11,31918,31918,0,Paid,0
INV-06-ENG-010,STU-01250,Engineering,2026-06-01,2026-06-13,2026-06-11,33977,33977,0,Paid,0
INV-06-ENG-011,STU-01251,Engineering,2026-06-01,2026-06-14,2026-06-11,25740,25740,0,Paid,0
INV-06-ENG-012,STU-01252,Engineering,2026-06-01,2026-06-15,,27799,0,27799,Overdue,41
INV-06-ENG-013,STU-01253,Engineering,2026-06-01,2026-06-16,2026-06-15,29858,29858,0,Paid,0
INV-06-ENG-014,STU-01254,Engineering,2026-06-01,2026-06-17,2026-06-15,31918,31918,0,Paid,0
INV-06-ENG-015,STU-01255,Engineering,2026-06-01,2026-06-18,2026-06-15,33977,33977,0,Paid,0
INV-06-ENG-016,STU-01256,Engineering,2026-06-01,2026-06-19,2026-06-15,25740,25740,0,Paid,0
INV-06-BUS-001,STU-01257,Business,2026-06-01,2026-06-12,2026-06-11,23574,23574,0,Paid,0
INV-06-BUS-002,STU-01258,Business,2026-06-01,2026-06-13,2026-07-20,25460,8911,16549,Overdue - Partial,31
INV-06-BUS-003,STU-01259,Business,2026-06-01,2026-06-14,2026-06-11,27346,27346,0,Paid,0
INV-06-BUS-004,STU-01260,Business,2026-06-01,2026-06-15,2026-06-11,29231,29231,0,Paid,0
INV-06-BUS-005,STU-01261,Business,2026-06-01,2026-06-16,2026-06-15,31117,31117,0,Paid,0
INV-06-BUS-006,STU-01262,Business,2026-06-01,2026-06-17,2026-06-15,23574,23574,0,Paid,0
INV-06-BUS-007,STU-01263,Business,2026-06-01,2026-06-18,,25460,0,25460,Overdue,36
INV-06-BUS-008,STU-01264,Business,2026-06-01,2026-06-19,2026-06-15,27346,27346,0,Paid,0
INV-06-BUS-009,STU-01265,Business,2026-06-01,2026-06-12,2026-06-11,29231,29231,0,Paid,0
INV-06-BUS-010,STU-01266,Business,2026-06-01,2026-06-13,2026-06-11,31117,31117,0,Paid,0
INV-06-BUS-011,STU-01267,Business,2026-06-01,2026-06-14,2026-06-11,23574,23574,0,Paid,0
INV-06-BUS-012,STU-01268,Business,2026-06-01,2026-06-15,,25460,0,25460,Overdue,41
INV-06-BUS-013,STU-01269,Business,2026-06-01,2026-06-16,2026-06-15,27346,27346,0,Paid,0
INV-06-BUS-014,STU-01270,Business,2026-06-01,2026-06-17,2026-06-15,29231,29231,0,Paid,0
INV-06-BUS-015,STU-01271,Business,2026-06-01,2026-06-18,2026-06-15,31117,31117,0,Paid,0
INV-06-BUS-016,STU-01272,Business,2026-06-01,2026-06-19,2026-06-15,23574,23574,0,Paid,0
INV-06-HEA-001,STU-01273,Health Sciences,2026-06-01,2026-06-12,2026-06-11,24036,24036,0,Paid,0
INV-06-HEA-002,STU-01274,Health Sciences,2026-06-01,2026-06-13,2026-07-20,25959,9086,16873,Overdue - Partial,31
INV-06-HEA-003,STU-01275,Health Sciences,2026-06-01,2026-06-14,2026-06-11,27882,27882,0,Paid,0
INV-06-HEA-004,STU-01276,Health Sciences,2026-06-01,2026-06-15,2026-06-11,29804,29804,0,Paid,0
INV-06-HEA-005,STU-01277,Health Sciences,2026-06-01,2026-06-16,2026-06-15,31727,31727,0,Paid,0
INV-06-HEA-006,STU-01278,Health Sciences,2026-06-01,2026-06-17,2026-06-15,24036,24036,0,Paid,0
INV-06-HEA-007,STU-01279,Health Sciences,2026-06-01,2026-06-18,,25959,0,25959,Overdue,36
INV-06-HEA-008,STU-01280,Health Sciences,2026-06-01,2026-06-19,2026-06-15,27882,27882,0,Paid,0
INV-06-HEA-009,STU-01281,Health Sciences,2026-06-01,2026-06-12,2026-06-11,29804,29804,0,Paid,0
INV-06-HEA-010,STU-01282,Health Sciences,2026-06-01,2026-06-13,2026-06-11,31727,31727,0,Paid,0
INV-06-HEA-011,STU-01283,Health Sciences,2026-06-01,2026-06-14,2026-06-11,24036,24036,0,Paid,0
INV-06-HEA-012,STU-01284,Health Sciences,2026-06-01,2026-06-15,,25959,0,25959,Overdue,41
INV-06-HEA-013,STU-01285,Health Sciences,2026-06-01,2026-06-16,2026-06-15,27882,27882,0,Paid,0
INV-06-HEA-014,STU-01286,Health Sciences,2026-06-01,2026-06-17,2026-06-15,29804,29804,0,Paid,0
INV-06-HEA-015,STU-01287,Health Sciences,2026-06-01,2026-06-18,2026-06-15,31727,31727,0,Paid,0
INV-06-HEA-016,STU-01288,Health Sciences,2026-06-01,2026-06-19,2026-06-15,24036,24036,0,Paid,0
INV-07-ENG-001,STU-01289,Engineering,2026-07-01,2026-07-12,2026-07-11,23100,23100,0,Paid,0
INV-07-ENG-002,STU-01290,Engineering,2026-07-01,2026-07-13,2026-07-11,24948,24948,0,Paid,0
INV-07-ENG-003,STU-01291,Engineering,2026-07-01,2026-07-14,2026-07-11,26796,26796,0,Paid,0
INV-07-ENG-004,STU-01292,Engineering,2026-07-01,2026-07-15,2026-07-11,28644,28644,0,Paid,0
INV-07-ENG-005,STU-01293,Engineering,2026-07-01,2026-07-16,2026-07-15,30492,30492,0,Paid,0
INV-07-ENG-006,STU-01294,Engineering,2026-07-01,2026-07-17,2026-07-15,23100,23100,0,Paid,0
INV-07-ENG-007,STU-01295,Engineering,2026-07-01,2026-07-18,2026-07-15,24948,24948,0,Paid,0
INV-07-ENG-008,STU-01296,Engineering,2026-07-01,2026-07-19,2026-07-15,26796,26796,0,Paid,0
INV-07-ENG-009,STU-01297,Engineering,2026-07-01,2026-07-12,2026-07-11,28644,28644,0,Paid,0
INV-07-ENG-010,STU-01298,Engineering,2026-07-01,2026-07-13,2026-07-11,30492,30492,0,Paid,0
INV-07-ENG-011,STU-01299,Engineering,2026-07-01,2026-07-14,2026-07-11,23100,23100,0,Paid,0
INV-07-ENG-012,STU-01300,Engineering,2026-07-01,2026-07-15,2026-07-11,24948,24948,0,Paid,0
INV-07-ENG-013,STU-01301,Engineering,2026-07-01,2026-07-16,2026-07-15,26796,26796,0,Paid,0
INV-07-ENG-014,STU-01302,Engineering,2026-07-01,2026-07-17,2026-07-15,28644,28644,0,Paid,0
INV-07-ENG-015,STU-01303,Engineering,2026-07-01,2026-07-18,2026-07-15,30492,30492,0,Paid,0
INV-07-ENG-016,STU-01304,Engineering,2026-07-01,2026-07-19,2026-07-15,23100,23100,0,Paid,0
INV-07-BUS-001,STU-01305,Business,2026-07-01,2026-07-12,2026-07-11,21156,21156,0,Paid,0
INV-07-BUS-002,STU-01306,Business,2026-07-01,2026-07-13,2026-07-11,22849,22849,0,Paid,0
INV-07-BUS-003,STU-01307,Business,2026-07-01,2026-07-14,2026-07-11,24541,24541,0,Paid,0
INV-07-BUS-004,STU-01308,Business,2026-07-01,2026-07-15,2026-07-11,26233,26233,0,Paid,0
INV-07-BUS-005,STU-01309,Business,2026-07-01,2026-07-16,2026-07-15,27926,27926,0,Paid,0
INV-07-BUS-006,STU-01310,Business,2026-07-01,2026-07-17,2026-07-15,21156,21156,0,Paid,0
INV-07-BUS-007,STU-01311,Business,2026-07-01,2026-07-18,2026-07-15,22849,22849,0,Paid,0
INV-07-BUS-008,STU-01312,Business,2026-07-01,2026-07-19,2026-07-15,24541,24541,0,Paid,0
INV-07-BUS-009,STU-01313,Business,2026-07-01,2026-07-12,2026-07-11,26233,26233,0,Paid,0
INV-07-BUS-010,STU-01314,Business,2026-07-01,2026-07-13,2026-07-11,27926,27926,0,Paid,0
INV-07-BUS-011,STU-01315,Business,2026-07-01,2026-07-14,2026-07-11,21156,21156,0,Paid,0
INV-07-BUS-012,STU-01316,Business,2026-07-01,2026-07-15,2026-07-11,22848,22848,0,Paid,0
INV-07-BUS-013,STU-01317,Business,2026-07-01,2026-07-16,2026-07-15,24541,24541,0,Paid,0
INV-07-BUS-014,STU-01318,Business,2026-07-01,2026-07-17,2026-07-15,26233,26233,0,Paid,0
INV-07-BUS-015,STU-01319,Business,2026-07-01,2026-07-18,2026-07-15,27926,27926,0,Paid,0
INV-07-BUS-016,STU-01320,Business,2026-07-01,2026-07-19,2026-07-15,21156,21156,0,Paid,0
INV-07-HEA-001,STU-01321,Health Sciences,2026-07-01,2026-07-12,2026-07-11,21571,21571,0,Paid,0
INV-07-HEA-002,STU-01322,Health Sciences,2026-07-01,2026-07-13,2026-07-11,23296,23296,0,Paid,0
INV-07-HEA-003,STU-01323,Health Sciences,2026-07-01,2026-07-14,2026-07-11,25022,25022,0,Paid,0
INV-07-HEA-004,STU-01324,Health Sciences,2026-07-01,2026-07-15,2026-07-11,26748,26748,0,Paid,0
INV-07-HEA-005,STU-01325,Health Sciences,2026-07-01,2026-07-16,2026-07-15,28473,28473,0,Paid,0
INV-07-HEA-006,STU-01326,Health Sciences,2026-07-01,2026-07-17,2026-07-15,21571,21571,0,Paid,0
INV-07-HEA-007,STU-01327,Health Sciences,2026-07-01,2026-07-18,2026-07-15,23296,23296,0,Paid,0
INV-07-HEA-008,STU-01328,Health Sciences,2026-07-01,2026-07-19,2026-07-15,25022,25022,0,Paid,0
INV-07-HEA-009,STU-01329,Health Sciences,2026-07-01,2026-07-12,2026-07-11,26748,26748,0,Paid,0
INV-07-HEA-010,STU-01330,Health Sciences,2026-07-01,2026-07-13,2026-07-11,28473,28473,0,Paid,0
INV-07-HEA-011,STU-01331,Health Sciences,2026-07-01,2026-07-14,2026-07-11,21571,21571,0,Paid,0
INV-07-HEA-012,STU-01332,Health Sciences,2026-07-01,2026-07-15,2026-07-11,23296,23296,0,Paid,0
INV-07-HEA-013,STU-01333,Health Sciences,2026-07-01,2026-07-16,2026-07-15,25022,25022,0,Paid,0
INV-07-HEA-014,STU-01334,Health Sciences,2026-07-01,2026-07-17,2026-07-15,26747,26747,0,Paid,0
INV-07-HEA-015,STU-01335,Health Sciences,2026-07-01,2026-07-18,2026-07-15,28473,28473,0,Paid,0
INV-07-HEA-016,STU-01336,Health Sciences,2026-07-01,2026-07-19,2026-07-15,21571,21571,0,Paid,0
INV-08-ENG-001,STU-01337,Engineering,2026-08-01,2026-08-12,2026-08-11,23430,23430,0,Paid,0
INV-08-ENG-002,STU-01338,Engineering,2026-08-01,2026-08-13,2026-08-11,25304,25304,0,Paid,0
INV-08-ENG-003,STU-01339,Engineering,2026-08-01,2026-08-14,2026-08-11,27179,27179,0,Paid,0
INV-08-ENG-004,STU-01340,Engineering,2026-08-01,2026-08-15,2026-08-11,29053,29053,0,Paid,0
INV-08-ENG-005,STU-01341,Engineering,2026-08-01,2026-08-16,2026-08-15,30928,30928,0,Paid,0
INV-08-ENG-006,STU-01342,Engineering,2026-08-01,2026-08-17,2026-08-15,23430,23430,0,Paid,0
INV-08-ENG-007,STU-01343,Engineering,2026-08-01,2026-08-18,2026-08-15,25304,25304,0,Paid,0
INV-08-ENG-008,STU-01344,Engineering,2026-08-01,2026-08-19,2026-08-15,27179,27179,0,Paid,0
INV-08-ENG-009,STU-01345,Engineering,2026-08-01,2026-08-12,2026-08-11,29053,29053,0,Paid,0
INV-08-ENG-010,STU-01346,Engineering,2026-08-01,2026-08-13,2026-08-11,30928,30928,0,Paid,0
INV-08-ENG-011,STU-01347,Engineering,2026-08-01,2026-08-14,2026-08-11,23430,23430,0,Paid,0
INV-08-ENG-012,STU-01348,Engineering,2026-08-01,2026-08-15,2026-08-11,25304,25304,0,Paid,0
INV-08-ENG-013,STU-01349,Engineering,2026-08-01,2026-08-16,2026-08-15,27179,27179,0,Paid,0
INV-08-ENG-014,STU-01350,Engineering,2026-08-01,2026-08-17,2026-08-15,29053,29053,0,Paid,0
INV-08-ENG-015,STU-01351,Engineering,2026-08-01,2026-08-18,2026-08-15,30928,30928,0,Paid,0
INV-08-ENG-016,STU-01352,Engineering,2026-08-01,2026-08-19,2026-08-15,23430,23430,0,Paid,0
INV-08-BUS-001,STU-01353,Business,2026-08-01,2026-08-12,2026-08-11,21458,21458,0,Paid,0
INV-08-BUS-002,STU-01354,Business,2026-08-01,2026-08-13,2026-08-11,23175,23175,0,Paid,0
INV-08-BUS-003,STU-01355,Business,2026-08-01,2026-08-14,2026-08-11,24892,24892,0,Paid,0
INV-08-BUS-004,STU-01356,Business,2026-08-01,2026-08-15,2026-08-11,26608,26608,0,Paid,0
INV-08-BUS-005,STU-01357,Business,2026-08-01,2026-08-16,2026-08-15,28325,28325,0,Paid,0
INV-08-BUS-006,STU-01358,Business,2026-08-01,2026-08-17,2026-08-15,21458,21458,0,Paid,0
INV-08-BUS-007,STU-01359,Business,2026-08-01,2026-08-18,2026-08-15,23175,23175,0,Paid,0
INV-08-BUS-008,STU-01360,Business,2026-08-01,2026-08-19,2026-08-15,24892,24892,0,Paid,0
INV-08-BUS-009,STU-01361,Business,2026-08-01,2026-08-12,2026-08-11,26608,26608,0,Paid,0
INV-08-BUS-010,STU-01362,Business,2026-08-01,2026-08-13,2026-08-11,28325,28325,0,Paid,0
INV-08-BUS-011,STU-01363,Business,2026-08-01,2026-08-14,2026-08-11,21458,21458,0,Paid,0
INV-08-BUS-012,STU-01364,Business,2026-08-01,2026-08-15,2026-08-11,23175,23175,0,Paid,0
INV-08-BUS-013,STU-01365,Business,2026-08-01,2026-08-16,2026-08-15,24891,24891,0,Paid,0
INV-08-BUS-014,STU-01366,Business,2026-08-01,2026-08-17,2026-08-15,26608,26608,0,Paid,0
INV-08-BUS-015,STU-01367,Business,2026-08-01,2026-08-18,2026-08-15,28325,28325,0,Paid,0
INV-08-BUS-016,STU-01368,Business,2026-08-01,2026-08-19,2026-08-15,21458,21458,0,Paid,0
INV-08-HEA-001,STU-01369,Health Sciences,2026-08-01,2026-08-12,2026-08-11,21879,21879,0,Paid,0
INV-08-HEA-002,STU-01370,Health Sciences,2026-08-01,2026-08-13,2026-08-11,23629,23629,0,Paid,0
INV-08-HEA-003,STU-01371,Health Sciences,2026-08-01,2026-08-14,2026-08-11,25379,25379,0,Paid,0
INV-08-HEA-004,STU-01372,Health Sciences,2026-08-01,2026-08-15,2026-08-11,27130,27130,0,Paid,0
INV-08-HEA-005,STU-01373,Health Sciences,2026-08-01,2026-08-16,2026-08-15,28880,28880,0,Paid,0
INV-08-HEA-006,STU-01374,Health Sciences,2026-08-01,2026-08-17,2026-08-15,21879,21879,0,Paid,0
INV-08-HEA-007,STU-01375,Health Sciences,2026-08-01,2026-08-18,2026-08-15,23629,23629,0,Paid,0
INV-08-HEA-008,STU-01376,Health Sciences,2026-08-01,2026-08-19,2026-08-15,25379,25379,0,Paid,0
INV-08-HEA-009,STU-01377,Health Sciences,2026-08-01,2026-08-12,2026-08-11,27130,27130,0,Paid,0
INV-08-HEA-010,STU-01378,Health Sciences,2026-08-01,2026-08-13,2026-08-11,28880,28880,0,Paid,0
INV-08-HEA-011,STU-01379,Health Sciences,2026-08-01,2026-08-14,2026-08-11,21879,21879,0,Paid,0
INV-08-HEA-012,STU-01380,Health Sciences,2026-08-01,2026-08-15,2026-08-11,23629,23629,0,Paid,0
INV-08-HEA-013,STU-01381,Health Sciences,2026-08-01,2026-08-16,2026-08-15,25379,25379,0,Paid,0
INV-08-HEA-014,STU-01382,Health Sciences,2026-08-01,2026-08-17,2026-08-15,27130,27130,0,Paid,0
INV-08-HEA-015,STU-01383,Health Sciences,2026-08-01,2026-08-18,2026-08-15,28880,28880,0,Paid,0
INV-08-HEA-016,STU-01384,Health Sciences,2026-08-01,2026-08-19,2026-08-15,21879,21879,0,Paid,0
INV-09-ENG-001,STU-01385,Engineering,2026-09-01,2026-09-12,2026-09-11,33000,33000,0,Paid,0
INV-09-ENG-002,STU-01386,Engineering,2026-09-01,2026-09-13,2026-09-11,35640,35640,0,Paid,0
INV-09-ENG-003,STU-01387,Engineering,2026-09-01,2026-09-14,2026-09-11,38280,38280,0,Paid,0
INV-09-ENG-004,STU-01388,Engineering,2026-09-01,2026-09-15,,40920,0,40920,Overdue,33
INV-09-ENG-005,STU-01389,Engineering,2026-09-01,2026-09-16,2026-09-15,43560,43560,0,Paid,0
INV-09-ENG-006,STU-01390,Engineering,2026-09-01,2026-09-17,2026-09-15,33000,33000,0,Paid,0
INV-09-ENG-007,STU-01391,Engineering,2026-09-01,2026-09-18,2026-09-15,35640,35640,0,Paid,0
INV-09-ENG-008,STU-01392,Engineering,2026-09-01,2026-09-19,2026-09-15,38280,38280,0,Paid,0
INV-09-ENG-009,STU-01393,Engineering,2026-09-01,2026-09-12,2026-09-11,40920,40920,0,Paid,0
INV-09-ENG-010,STU-01394,Engineering,2026-09-01,2026-09-13,2026-09-11,43560,43560,0,Paid,0
INV-09-ENG-011,STU-01395,Engineering,2026-09-01,2026-09-14,2026-09-11,33000,33000,0,Paid,0
INV-09-ENG-012,STU-01396,Engineering,2026-09-01,2026-09-15,2026-09-11,35640,35640,0,Paid,0
INV-09-ENG-013,STU-01397,Engineering,2026-09-01,2026-09-16,2026-09-15,38280,38280,0,Paid,0
INV-09-ENG-014,STU-01398,Engineering,2026-09-01,2026-09-17,2026-09-15,40920,40920,0,Paid,0
INV-09-ENG-015,STU-01399,Engineering,2026-09-01,2026-09-18,2026-09-15,43560,43560,0,Paid,0
INV-09-ENG-016,STU-01400,Engineering,2026-09-01,2026-09-19,2026-09-15,33000,33000,0,Paid,0
INV-09-BUS-001,STU-01401,Business,2026-09-01,2026-09-12,2026-09-11,30223,30223,0,Paid,0
INV-09-BUS-002,STU-01402,Business,2026-09-01,2026-09-13,2026-09-11,32641,32641,0,Paid,0
INV-09-BUS-003,STU-01403,Business,2026-09-01,2026-09-14,2026-09-11,35059,35059,0,Paid,0
INV-09-BUS-004,STU-01404,Business,2026-09-01,2026-09-15,,37476,0,37476,Overdue,33
INV-09-BUS-005,STU-01405,Business,2026-09-01,2026-09-16,2026-09-15,39894,39894,0,Paid,0
INV-09-BUS-006,STU-01406,Business,2026-09-01,2026-09-17,2026-09-15,30223,30223,0,Paid,0
INV-09-BUS-007,STU-01407,Business,2026-09-01,2026-09-18,2026-09-15,32641,32641,0,Paid,0
INV-09-BUS-008,STU-01408,Business,2026-09-01,2026-09-19,2026-09-15,35058,35058,0,Paid,0
INV-09-BUS-009,STU-01409,Business,2026-09-01,2026-09-12,2026-09-11,37476,37476,0,Paid,0
INV-09-BUS-010,STU-01410,Business,2026-09-01,2026-09-13,2026-09-11,39894,39894,0,Paid,0
INV-09-BUS-011,STU-01411,Business,2026-09-01,2026-09-14,2026-09-11,30223,30223,0,Paid,0
INV-09-BUS-012,STU-01412,Business,2026-09-01,2026-09-15,2026-09-11,32641,32641,0,Paid,0
INV-09-BUS-013,STU-01413,Business,2026-09-01,2026-09-16,2026-09-15,35058,35058,0,Paid,0
INV-09-BUS-014,STU-01414,Business,2026-09-01,2026-09-17,2026-09-15,37476,37476,0,Paid,0
INV-09-BUS-015,STU-01415,Business,2026-09-01,2026-09-18,2026-09-15,39894,39894,0,Paid,0
INV-09-BUS-016,STU-01416,Business,2026-09-01,2026-09-19,2026-09-15,30223,30223,0,Paid,0
INV-09-HEA-001,STU-01417,Health Sciences,2026-09-01,2026-09-12,2026-09-11,30815,30815,0,Paid,0
INV-09-HEA-002,STU-01418,Health Sciences,2026-09-01,2026-09-13,2026-09-11,33281,33281,0,Paid,0
INV-09-HEA-003,STU-01419,Health Sciences,2026-09-01,2026-09-14,2026-09-11,35746,35746,0,Paid,0
INV-09-HEA-004,STU-01420,Health Sciences,2026-09-01,2026-09-15,,38211,0,38211,Overdue,33
INV-09-HEA-005,STU-01421,Health Sciences,2026-09-01,2026-09-16,2026-09-15,40676,40676,0,Paid,0
INV-09-HEA-006,STU-01422,Health Sciences,2026-09-01,2026-09-17,2026-09-15,30815,30815,0,Paid,0
INV-09-HEA-007,STU-01423,Health Sciences,2026-09-01,2026-09-18,2026-09-15,33280,33280,0,Paid,0
INV-09-HEA-008,STU-01424,Health Sciences,2026-09-01,2026-09-19,2026-09-15,35746,35746,0,Paid,0
INV-09-HEA-009,STU-01425,Health Sciences,2026-09-01,2026-09-12,2026-09-11,38211,38211,0,Paid,0
INV-09-HEA-010,STU-01426,Health Sciences,2026-09-01,2026-09-13,2026-09-11,40676,40676,0,Paid,0
INV-09-HEA-011,STU-01427,Health Sciences,2026-09-01,2026-09-14,2026-09-11,30815,30815,0,Paid,0
INV-09-HEA-012,STU-01428,Health Sciences,2026-09-01,2026-09-15,2026-09-11,33280,33280,0,Paid,0
INV-09-HEA-013,STU-01429,Health Sciences,2026-09-01,2026-09-16,2026-09-15,35746,35746,0,Paid,0
INV-09-HEA-014,STU-01430,Health Sciences,2026-09-01,2026-09-17,2026-09-15,38211,38211,0,Paid,0
INV-09-HEA-015,STU-01431,Health Sciences,2026-09-01,2026-09-18,2026-09-15,40676,40676,0,Paid,0
INV-09-HEA-016,STU-01432,Health Sciences,2026-09-01,2026-09-19,2026-09-15,30815,30815,0,Paid,0
INV-10-ENG-001,STU-01433,Engineering,2026-10-01,2026-10-12,2026-10-11,31350,31350,0,Paid,0
INV-10-ENG-002,STU-01434,Engineering,2026-10-01,2026-10-13,2026-10-11,33858,33858,0,Paid,0
INV-10-ENG-003,STU-01435,Engineering,2026-10-01,2026-10-14,2026-10-11,36366,36366,0,Paid,0
INV-10-ENG-004,STU-01436,Engineering,2026-10-01,2026-10-15,2026-10-11,38874,38874,0,Paid,0
INV-10-ENG-005,STU-01437,Engineering,2026-10-01,2026-10-16,2026-10-15,41382,41382,0,Paid,0
INV-10-ENG-006,STU-01438,Engineering,2026-10-01,2026-10-17,2026-10-15,31350,31350,0,Paid,0
INV-10-ENG-007,STU-01439,Engineering,2026-10-01,2026-10-18,2026-10-15,33858,33858,0,Paid,0
INV-10-ENG-008,STU-01440,Engineering,2026-10-01,2026-10-19,2026-10-15,36366,36366,0,Paid,0
INV-10-ENG-009,STU-01441,Engineering,2026-10-01,2026-10-12,2026-10-11,38874,38874,0,Paid,0
INV-10-ENG-010,STU-01442,Engineering,2026-10-01,2026-10-13,2026-10-11,41382,41382,0,Paid,0
INV-10-ENG-011,STU-01443,Engineering,2026-10-01,2026-10-14,2026-10-11,31350,31350,0,Paid,0
INV-10-ENG-012,STU-01444,Engineering,2026-10-01,2026-10-15,2026-10-11,33858,33858,0,Paid,0
INV-10-ENG-013,STU-01445,Engineering,2026-10-01,2026-10-16,2026-10-15,36366,36366,0,Paid,0
INV-10-ENG-014,STU-01446,Engineering,2026-10-01,2026-10-17,2026-10-15,38874,38874,0,Paid,0
INV-10-ENG-015,STU-01447,Engineering,2026-10-01,2026-10-18,2026-10-15,41382,41382,0,Paid,0
INV-10-ENG-016,STU-01448,Engineering,2026-10-01,2026-10-19,2026-10-15,31350,31350,0,Paid,0
INV-10-BUS-001,STU-01449,Business,2026-10-01,2026-10-12,2026-10-11,28712,28712,0,Paid,0
INV-10-BUS-002,STU-01450,Business,2026-10-01,2026-10-13,2026-10-11,31009,31009,0,Paid,0
INV-10-BUS-003,STU-01451,Business,2026-10-01,2026-10-14,2026-10-11,33306,33306,0,Paid,0
INV-10-BUS-004,STU-01452,Business,2026-10-01,2026-10-15,2026-10-11,35602,35602,0,Paid,0
INV-10-BUS-005,STU-01453,Business,2026-10-01,2026-10-16,2026-10-15,37899,37899,0,Paid,0
INV-10-BUS-006,STU-01454,Business,2026-10-01,2026-10-17,2026-10-15,28712,28712,0,Paid,0
INV-10-BUS-007,STU-01455,Business,2026-10-01,2026-10-18,2026-10-15,31009,31009,0,Paid,0
INV-10-BUS-008,STU-01456,Business,2026-10-01,2026-10-19,2026-10-15,33306,33306,0,Paid,0
INV-10-BUS-009,STU-01457,Business,2026-10-01,2026-10-12,2026-10-11,35602,35602,0,Paid,0
INV-10-BUS-010,STU-01458,Business,2026-10-01,2026-10-13,2026-10-11,37899,37899,0,Paid,0
INV-10-BUS-011,STU-01459,Business,2026-10-01,2026-10-14,2026-10-11,28712,28712,0,Paid,0
INV-10-BUS-012,STU-01460,Business,2026-10-01,2026-10-15,2026-10-11,31009,31009,0,Paid,0
INV-10-BUS-013,STU-01461,Business,2026-10-01,2026-10-16,2026-10-15,33305,33305,0,Paid,0
INV-10-BUS-014,STU-01462,Business,2026-10-01,2026-10-17,2026-10-15,35602,35602,0,Paid,0
INV-10-BUS-015,STU-01463,Business,2026-10-01,2026-10-18,2026-10-15,37899,37899,0,Paid,0
INV-10-BUS-016,STU-01464,Business,2026-10-01,2026-10-19,2026-10-15,28712,28712,0,Paid,0
INV-10-HEA-001,STU-01465,Health Sciences,2026-10-01,2026-10-12,2026-10-11,29275,29275,0,Paid,0
INV-10-HEA-002,STU-01466,Health Sciences,2026-10-01,2026-10-13,2026-10-11,31617,31617,0,Paid,0
INV-10-HEA-003,STU-01467,Health Sciences,2026-10-01,2026-10-14,2026-10-11,33958,33958,0,Paid,0
INV-10-HEA-004,STU-01468,Health Sciences,2026-10-01,2026-10-15,2026-10-11,36300,36300,0,Paid,0
INV-10-HEA-005,STU-01469,Health Sciences,2026-10-01,2026-10-16,2026-10-15,38642,38642,0,Paid,0
INV-10-HEA-006,STU-01470,Health Sciences,2026-10-01,2026-10-17,2026-10-15,29275,29275,0,Paid,0
INV-10-HEA-007,STU-01471,Health Sciences,2026-10-01,2026-10-18,2026-10-15,31617,31617,0,Paid,0
INV-10-HEA-008,STU-01472,Health Sciences,2026-10-01,2026-10-19,2026-10-15,33958,33958,0,Paid,0
INV-10-HEA-009,STU-01473,Health Sciences,2026-10-01,2026-10-12,2026-10-11,36300,36300,0,Paid,0
INV-10-HEA-010,STU-01474,Health Sciences,2026-10-01,2026-10-13,2026-10-11,38642,38642,0,Paid,0
INV-10-HEA-011,STU-01475,Health Sciences,2026-10-01,2026-10-14,2026-10-11,29275,29275,0,Paid,0
INV-10-HEA-012,STU-01476,Health Sciences,2026-10-01,2026-10-15,2026-10-11,31616,31616,0,Paid,0
INV-10-HEA-013,STU-01477,Health Sciences,2026-10-01,2026-10-16,2026-10-15,33958,33958,0,Paid,0
INV-10-HEA-014,STU-01478,Health Sciences,2026-10-01,2026-10-17,2026-10-15,36300,36300,0,Paid,0
INV-10-HEA-015,STU-01479,Health Sciences,2026-10-01,2026-10-18,2026-10-15,38642,38642,0,Paid,0
INV-10-HEA-016,STU-01480,Health Sciences,2026-10-01,2026-10-19,2026-10-15,29275,29275,0,Paid,0
INV-11-ENG-001,STU-01481,Engineering,2026-11-01,2026-11-12,2026-11-11,29040,29040,0,Paid,0
INV-11-ENG-002,STU-01482,Engineering,2026-11-01,2026-11-13,2026-11-11,31363,31363,0,Paid,0
INV-11-ENG-003,STU-01483,Engineering,2026-11-01,2026-11-14,2026-11-11,33686,33686,0,Paid,0
INV-11-ENG-004,STU-01484,Engineering,2026-11-01,2026-11-15,2026-11-11,36010,36010,0,Paid,0
INV-11-ENG-005,STU-01485,Engineering,2026-11-01,2026-11-16,2026-11-15,38333,38333,0,Paid,0
INV-11-ENG-006,STU-01486,Engineering,2026-11-01,2026-11-17,2026-11-15,29040,29040,0,Paid,0
INV-11-ENG-007,STU-01487,Engineering,2026-11-01,2026-11-18,2026-11-15,31363,31363,0,Paid,0
INV-11-ENG-008,STU-01488,Engineering,2026-11-01,2026-11-19,2026-11-15,33686,33686,0,Paid,0
INV-11-ENG-009,STU-01489,Engineering,2026-11-01,2026-11-12,2026-11-11,36010,36010,0,Paid,0
